bhk,type,locality,area,price,price_unit,region,status,age
1,Apartment,Hiranandani Panvel Township,700,55,L,Panvel,Ready to move,Resale
1,Apartment,SKD Pinnacolo NX,573,64.5,L,Mira Road East,Under Construction,New
1,Apartment,SKD Pinnacolo NX,573,64.5,L,Mira Road East,Under Construction,New
1,Apartment,SKD Pinnacolo NX,573,64.5,L,Mira Road East,Under Construction,New
1,Apartment,SKD Pinnacolo NX,573,64.5,L,Mira Road East,Under Construction,New
1,Apartment,Evershine City,585,32,L,Vasai,Ready to move,Resale
1,Apartment,Swanand Bliss,670,27,L,Ambernath East,Ready to move,New
1,Apartment,JP Harmony,675,26,L,Ambernath East,Ready to move,New
1,Apartment,MICL Aradhya D And E Tower,729,70.95,L,Bhayandar East,Ready to move,Resale
1,Apartment,Nandkumar Janki Legacy,720,63.75,L,Mira Road East,Ready to move,Resale
2,Apartment,Nandkumar Janki Legacy,1080,93.5,L,Mira Road East,Ready to move,Resale
1,Apartment,Salasar Exotica I,747,67.25,L,Mira Road East,Ready to move,New
1,Apartment,Umiya Oasis,715,62.3,L,Mira Road East,Ready to move,New
1,Apartment,JP Codename HOTCAKE,680,61.5,L,Mira Road East,Ready to move,New
1,Apartment,Agarwal Vinay Heights,690,64.25,L,Mira Road East,Ready to move,New
2,Apartment,SKD Pinnacolo NX,1040,94.15,L,Mira Road East,Under Construction,New
2,Apartment,Nandkumar Janki Legacy,1200,97.2,L,Mira Road East,Under Construction,New
2,Apartment,SKD Pinnacolo NX,1071,93.15,L,Mira Road East,Under Construction,New
2,Apartment,JP Regency Phase 2,820,32,L,Ambernath East,Ready to move,New
1,Apartment,Salasar Exotica I,747,68.15,L,Mira Road East,Ready to move,New
2,Apartment,Rassaz Greens ,1160,1.11,Cr,Mira Road East,Ready to move,New
3,Apartment,Kalpataru Srishti Namaah,1492,1.49,Cr,Mira Road East,Ready to move,New
1,Apartment,Marathon Nextown,540,35.26,L,Dombivali,Ready to move,New
3,Apartment,Runwal My City,1494,88.5,L,Dombivali,Ready to move,New
2,Apartment,Venus Skky City Phase I,900,51.2,L,Dombivali,Ready to move,New
2,Apartment,Marathon Nexzone Altis 1,900,75,L,Panvel,Ready to move,Resale
1,Apartment,Unique The Empress,746,75,L,Mira Road East,Ready to move,New
1,Apartment,SK Imperial Heights,745,74.5,L,Mira Road East,Ready to move,New
2,Apartment,RNA NG NG Diamond Hill B Phase I,999,91.5,L,Bhayandar East,Ready to move,New
2,Apartment,Raj Heritage,1107,98.77,L,Mira Road East,Ready to move,New
1,Apartment,SKD Pinnacolo NX,573,64.5,L,Mira Road East,Under Construction,New
1,Apartment,Shree Ramdev Heights,696,61.2,L,Mira Road East,Ready to move,New
2,Apartment,Pramanik Walchand Paradise,1086,98.5,L,Mira Road East,Under Construction,New
2,Apartment,Space Residence II Building No 4 B,1191,97.25,L,Mira Road East,Ready to move,New
1,Apartment,Space Residency,925,65.2,L,Mira Road East,Ready to move,New
2,Apartment,Umiya Oasis,1070,92.2,L,Mira Road East,Ready to move,New
2,Apartment,Shree Ramdev Heights,975,85.25,L,Mira Road East,Ready to move,New
1,Apartment,JP North Aviva,540,61.2,L,Mira Road East,Ready to move,New
2,Apartment,SKD Pinnacolo NX,1071,89.2,L,Mira Road East,Ready to move,New
2,Apartment,Ravi Shubh Atika,1016,85.25,L,Mira Road East,Ready to move,New
1,Apartment,JK IRIS,1013,1.17,Cr,Mira Road East,Ready to move,New
4,Apartment,Trishul Gold Coast,2415,3.4,Cr,Ghansoli,Ready to move,Resale
1,Apartment,Runwal My City,656,35.45,L,Dombivali,Ready to move,New
1,Apartment,Neelkanth Corner,650,46,L,Ulwe,Ready to move,Resale
1,Apartment,Ramanuj Sidhariram Sharma Swastik Residency,625,45,L,Panvel,Ready to move,Resale
3,Apartment,Shreenathji Mayuresh Delta,1850,1.7,Cr,Ulwe,Ready to move,New
1,Apartment,Sai Shraddha Excellence Residency,625,40,L,Saphale,Ready to move,Resale
1,Apartment,Space Space Galaxy,660,47,L,Ulwe,Ready to move,Resale
3,Apartment,Hiranandani Meadows,1500,2.9,Cr,Thane West,Ready to move,Resale
3,Apartment,T Bhimjyani The Verraton,1700,2.6,Cr,Thane West,Ready to move,Resale
3,Apartment,T Bhimjyani The Verraton,1600,2.65,Cr,Thane West,Ready to move,Resale
3,Apartment,Hiranandani Meadows,1550,2.95,Cr,Thane West,Ready to move,Resale
3,Apartment,T Bhimjyani The Verraton,1250,1.85,Cr,Thane West,Ready to move,Resale
2,Apartment,Hiranandani Meadows,1000,1.75,Cr,Thane West,Ready to move,Resale
3,Apartment,Hiranandani Meadows,1500,3,Cr,Thane West,Ready to move,Resale
3,Apartment,T Bhimjyani The Verraton,1600,2.6,Cr,Thane West,Ready to move,Resale
4,Apartment,Hiranandani Meadows,2700,6.25,Cr,Thane West,Ready to move,Resale
2,Apartment,Hiranandani Meadows,1000,1.75,Cr,Thane West,Ready to move,Resale
2,Apartment,Hiranandani Meadows,1100,1.8,Cr,Thane West,Ready to move,Resale
2,Apartment,Hiranandani Meadows,1000,1.75,Cr,Thane West,Ready to move,Resale
3,Apartment,Hiranandani Meadows,1500,2.9,Cr,Thane West,Ready to move,Resale
3,Apartment,Hiranandani Meadows,1500,2.7,Cr,Thane West,Ready to move,Resale
3,Apartment,Hiranandani Meadows,1500,2.95,Cr,Thane West,Ready to move,Resale
3,Apartment,Hiranandani Meadows,1600,2.9,Cr,Thane West,Ready to move,Resale
3,Apartment,Hiranandani Meadows,1700,2.95,Cr,Thane West,Ready to move,Resale
1,Apartment,Haware Estate,500,48,L,Thane West,Ready to move,Resale
2,Apartment,Lodha Luxuria,1053,1.4,Cr,Thane West,Ready to move,Resale
2,Apartment,Hiranandani Aurora,1164,90,L,Panvel,Ready to move,Resale
2,Apartment,Hiranandani Mellona,1164,98,L,Panvel,Ready to move,Resale
2,Apartment,Hiranandani Mellona,1164,98,L,Panvel,Ready to move,Resale
1,Apartment,RNA NG Silver Spring Phase III,760,62.94,L,Bhayandar East,Under Construction,New
2,Apartment,Raj Heritage,1107,98.77,L,Mira Road East,Ready to move,New
1,Apartment,JK IRIS,756,70,L,Mira Road East,Ready to move,Resale
1,Apartment,Salasar Exotica I,747,62.44,L,Mira Road East,Under Construction,New
1,Apartment,Chheda Avighna,731,59.59,L,Mira Road East,Under Construction,New
2,Apartment,RNA NG Silver Spring Phase III,1060,91.16,L,Bhayandar East,Under Construction,New
2,Apartment,Chheda Avighna,1034,86.89,L,Mira Road East,Under Construction,New
1,Apartment,Nandkumar Janki Legacy,720,64.3,L,Mira Road East,Ready to move,New
2,Apartment,Rassaz Greens ,1160,1.09,Cr,Mira Road East,Ready to move,New
1,Apartment,Rassaz Greens ,725,70.25,L,Mira Road East,Ready to move,New
2,Apartment,Raj Akshay,1062,97.2,L,Mira Road East,Ready to move,New
1,Apartment,Umiya Oasis,715,61.5,L,Mira Road East,Ready to move,New
1,Apartment,Raj Akshay,711,65.3,L,Mira Road East,Ready to move,New
1,Apartment,Techno Vision Vivanta Marvel,687,64.25,L,Mira Road East,Ready to move,New
2,Apartment,Amar Vinay Heritage,1040,93.25,L,Mira Road East,Ready to move,New
1,Apartment,Techno Vision Vivanta Marvel,762,65.2,L,Mira Road East,Ready to move,New
1,Apartment,SKD Pinnacolo NX,808,67.25,L,Mira Road East,Ready to move,New
1,Apartment,Shree Balaji Seasons Park,595,27,L,Ambernath East,Ready to move,New
1,Apartment,A H A H Sapphire,720,57.15,L,Mira Road East,Ready to move,New
1,Apartment,Nandkumar Janki Legacy,665,59.25,L,Mira Road East,Ready to move,New
2,Apartment,RNA NG Ocean Pearl,1020,85.25,L,Mira Road East,Ready to move,New
1,Apartment,Yash Jayesh Shah Enviro Affinity,700,65.25,L,Mira Road East,Ready to move,New
3,Apartment,JP North Barcelona,1521,1.24,Cr,Mira Road East,Ready to move,New
3,Apartment,JP Codename Dream Home Tower B,1503,1.28,Cr,Mira Road East,Ready to move,New
3,Apartment,Venus Sushan,1700,2.9,Cr,Thane West,Ready to move,Resale
3,Apartment,Venus Sushan,1700,3,Cr,Thane West,Ready to move,Resale
1,Apartment,JP North Celeste,756,61.5,L,Mira Road East,Ready to move,New
2,Apartment,Raj Heritage,1107,91,L,Mira Road East,Under Construction,New
1,Apartment,Shree Sai Shweta Heights,732,67.25,L,Mira Road East,Ready to move,New
2,Apartment,Agarwal Vinay Heights,1040,98.25,L,Mira Road East,Ready to move,New
1,Apartment,Umiya Oasis,715,62.25,L,Mira Road East,Ready to move,New
1,Apartment,Planet Aditya Planet,600,63,L,Kharghar,Ready to move,Resale
2,Apartment,Regency Crest,1050,1.6,Cr,Kharghar,Ready to move,Resale
1,Apartment,Pramukh Narayan,650,35,L,Taloja,Ready to move,New
4,Apartment,Hiranandani Meadows,3000,6.25,Cr,Thane West,Ready to move,Resale
1,Apartment,Regency Regency Anantam,740,49,L,Dombivali,Ready to move,New
1,Apartment,Jai Mata Di Phase IIIA,585,25.8,L,Bhiwandi,Ready to move,New
1,Apartment,Welcome C G Park,615,23.37,L,Bhiwandi,Ready to move,New
2,Apartment,GBK GBK Vishwajeet Pink City,821,37.83,L,Ambernath East,Under Construction,New
2,Apartment,GBK GBK Vishwajeet Pink City,821,37.83,L,Ambernath East,Under Construction,New
2,Apartment,GBK GBK Vishwajeet Pink City,821,37.83,L,Ambernath East,Under Construction,New
2,Apartment,GBK GBK Vishwajeet Pink City,821,37.83,L,Ambernath East,Under Construction,New
2,Apartment,GBK GBK Vishwajeet Pink City,973,44.36,L,Ambernath East,Under Construction,New
2,Apartment,GBK GBK Vishwajeet Pink City,973,44.36,L,Ambernath East,Under Construction,New
1,Apartment,GBK GBK Vishwajeet Pink City,670,31.34,L,Ambernath East,Under Construction,New
1,Apartment,GBK GBK Vishwajeet Pink City,670,31.34,L,Ambernath East,Under Construction,New
1,Apartment,GBK GBK Vishwajeet Pink City,639,30,L,Ambernath East,Under Construction,New
1,Apartment,GBK GBK Vishwajeet Pink City,639,30,L,Ambernath East,Under Construction,New
1,Apartment,GBK GBK Vishwajeet Pink City,682,31.85,L,Ambernath East,Under Construction,New
1,Apartment,GBK GBK Vishwajeet Pink City,682,31.85,L,Ambernath East,Under Construction,New
2,Apartment,Shapoorji Pallonji Alpine Shapoorji Pallonji,1000,2.3,Cr,Kandivali East,Ready to move,Resale
2,Apartment,Ajay Bhav Residency,730,29.5,L,Kasheli,Ready to move,Resale
3,Apartment,Reputed Builder Sangam Enclave,1350,93,L,Airoli,Ready to move,Resale
2,Apartment,Kamya Kalash,950,48,L,Vasai,Ready to move,Resale
4,Apartment,Nandkumar Janki Legacy,1080,88.56,L,Mira Road East,Ready to move,New
2,Apartment,Umiya Oasis,829,86.14,L,Mira Road East,Ready to move,New
2,Apartment,Nandkumar Janki Legacy,1080,88.56,L,Mira Road East,Ready to move,New
2,Apartment,Nandkumar Janki Legacy,1080,88.56,L,Mira Road East,Ready to move,New
2,Apartment,Umiya Oasis,829,86.14,L,Mira Road East,Ready to move,New
2,Apartment,Umiya Oasis,829,86.14,L,Mira Road East,Ready to move,New
2,Apartment,Umiya Oasis,829,86.14,L,Mira Road East,Ready to move,New
2,Apartment,Umiya Oasis,715,62,L,Mira Road East,Ready to move,Resale
1,Apartment,Umiya Oasis,715,62,L,Mira Road East,Ready to move,Resale
4,Apartment,Nandkumar Janki Legacy,1080,88.56,L,Mira Road East,Ready to move,New
2,Apartment,Umiya Oasis,829,86.14,L,Mira Road East,Ready to move,New
3,Apartment,Raj Heritage 2,1141,1.23,Cr,Mira Road East,Ready to move,Resale
1,Apartment,Raj Heritage,1107,1.13,Cr,Mira Road East,Ready to move,Resale
3,Apartment,Kalpataru Srishti,1375,1.34,Cr,Mira Road East,Ready to move,Resale
1,Apartment,Kalpataru Srishti Namaah,709,62.25,L,Mira Road East,Ready to move,Resale
3,Apartment,Raj Heritage 2,1217,1.21,Cr,Mira Road East,Ready to move,Resale
2,Apartment,Kalpataru Srishti Namaah,1031,91.25,L,Mira Road East,Ready to move,Resale
1,Apartment,Rassaz Greens ,725,67.85,L,Mira Road East,Ready to move,Resale
1,Apartment,A H A H Sapphire,695,58.49,L,Mira Road East,Ready to move,Resale
1,Apartment,Amar Vinay Heritage,770,69.4,L,Mira Road East,Ready to move,Resale
1,Apartment,SKD Pinnacolo NX,782,65.33,L,Mira Road East,Ready to move,Resale
1,Apartment,Platinum Palazzo,685,53,L,Kamothe,Ready to move,Resale
2,Apartment,Siddhi Orochid,1100,85,L,Kalamboli,Ready to move,Resale
3,Apartment,Nath Elite Grandeur,1300,1.7,Cr,Kharghar,Ready to move,Resale
3,Apartment,T Bhimjyani The Verraton,1250,1.85,Cr,Thane West,Ready to move,Resale
3,Apartment,T Bhimjyani The Verraton,1250,1.9,Cr,Thane West,Ready to move,Resale
4,Apartment,T Bhimjyani The Verraton,1850,3.3,Cr,Thane West,Ready to move,Resale
2,Apartment,Hiranandani Helios,1104,98,L,Panvel,Ready to move,Resale
3,Apartment,T Bhimjyani The Verraton,1250,1.9,Cr,Thane West,Ready to move,Resale
2,Apartment,JP Atria,900,94,L,Mira Road East,Ready to move,Resale
2,Apartment,MICL Aaradhya Highpark Project 1 Of Phase I,900,1.45,Cr,Bhayandar East,Under Construction,New
2,Apartment,RNA NG Ocean Pearl,890,85,L,Mira Road East,Under Construction,New
2,Apartment,SKD Pinnacolo And Pinnacolo NX,780,1.08,Cr,Mira Road East,Ready to move,New
2,Apartment,Reputed Builder Daffodil,800,86,L,Mira Road East,Ready to move,Resale
2,Apartment,Juhi Niharika absolute,640,99.78,L,Kharghar,Under Construction,New
2,Apartment,Juhi Niharika absolute,640,99.78,L,Kharghar,Under Construction,New
2,Apartment,Sheth Avalon,1100,1.85,Cr,Thane West,Ready to move,Resale
3,Apartment,Rustomjee Urbania Athena,1350,1.65,Cr,Thane West,Ready to move,Resale
2,Apartment,Dipti Sky City,1100,40,L,Ambernath East,Ready to move,New
1,Apartment,Shree Balaji Seasons Park,580,29,L,Ambernath East,Ready to move,New
1,Apartment,Patel Zion,640,24,L,Ambernath East,Ready to move,New
2,Apartment,Patel Zion,950,35,L,Ambernath East,Ready to move,New
1,Apartment,Amrut Laxmi Raj Regalia Phase I,660,32,L,Ambernath East,Ready to move,Resale
1,Apartment,Shree Balaji Seasons Park,680,30,L,Ambernath East,Ready to move,New
1,Apartment,RKR Precious Imperial,675,26,L,Ambernath East,Ready to move,New
1,Apartment,Ravi Shubh Atika,750,57.15,L,Mira Road East,Ready to move,New
1,Apartment,Raj Akshay,711,66.15,L,Mira Road East,Ready to move,New
2,Apartment,Amar Vinay Heritage,1070,96.25,L,Mira Road East,Ready to move,New
1,Apartment,Amar Vinay Heritage,710,66.15,L,Mira Road East,Ready to move,New
2,Apartment,Raj Heritage 2,724,70.25,L,Mira Road East,Ready to move,New
1,Apartment,Unique Ivana,750,69.15,L,Mira Road East,Ready to move,New
1,Apartment,A H A H Sapphire,695,57.2,L,Mira Road East,Ready to move,New
1,Apartment,Yash Jayesh Shah Enviro Affinity,735,65.15,L,Mira Road East,Ready to move,New
2,Apartment,Strawberry The Address Building No 2,990,1.06,Cr,Mira Road East,Ready to move,New
1,Apartment,RNA NG Ocean Pearl,816,63.25,L,Mira Road East,Ready to move,New
2,Apartment,Salasar Exotica I,1134,94.25,L,Mira Road East,Ready to move,New
1,Apartment,Sanghvi Ecocity,705,71,L,Mira Road East,Under Construction,New
2,Apartment,Shree Sai Shweta Heights,999,1.35,Cr,Mira Road East,Ready to move,New
2,Apartment,Pramanik Walchand Paradise,845,93.67,L,Mira Road East,Under Construction,New
2,Apartment,Sankalp Siddhi,970,69.5,L,Karanjade,Under Construction,New
2,Apartment,JK IRIS Tower 1 And 2,1137,98,L,Mira Road East,Ready to move,New
2,Apartment,Umiya Oasis,829,86.14,L,Mira Road East,Ready to move,New
2,Apartment,Umiya Oasis,829,86.14,L,Mira Road East,Ready to move,New
2,Apartment,Umiya Oasis,829,86.14,L,Mira Road East,Ready to move,New
2,Apartment,Umiya Oasis,829,86.14,L,Mira Road East,Ready to move,New
1,Apartment,Umiya Oasis,695,59.6,L,Mira Road East,Ready to move,New
1,Apartment,Umiya Oasis,695,59.6,L,Mira Road East,Ready to move,New
1,Apartment,Umiya Oasis,695,59.6,L,Mira Road East,Ready to move,New
1,Apartment,Umiya Oasis,695,59.6,L,Mira Road East,Ready to move,New
2,Apartment,JK IRIS Tower 1 And 2,1137,98,L,Mira Road East,Ready to move,New
2,Apartment,JK IRIS Tower 1 And 2,1137,98,L,Mira Road East,Ready to move,New
2,Apartment,JK IRIS Tower 1 And 2,1137,98,L,Mira Road East,Ready to move,New
2,Apartment,JK IRIS Tower 1 And 2,1137,98,L,Mira Road East,Ready to move,New
2,Apartment,Umiya Oasis,829,86.14,L,Mira Road East,Ready to move,New
1,Apartment,Umiya Oasis,695,59.6,L,Mira Road East,Ready to move,New
1,Apartment,Omkara Nandan,655,60,L,Kamothe,Under Construction,New
2,Apartment,Aurum Q Residences R2,680,1.65,Cr,Ghansoli,Ready to move,Resale
2,Apartment,Lodha Codename Crown Jewel,950,1.37,Cr,Thane West,Under Construction,New
3,Apartment,Piramal Vaikunth Cluster 4,1200,2,Cr,Thane West,Under Construction,New
2,Apartment,Piramal Vaikunth Cluster 4,900,1.65,Cr,Thane West,Under Construction,New
3,Apartment,Rustomjee Uptown Urbania,1200,1.53,Cr,Thane West,Under Construction,New
1,Apartment,Hiranandani The Walk,620,87,L,Thane West,Ready to move,Resale
2,Apartment,Wadhwa Courtyard Onyx,650,1.25,Cr,Thane West,Ready to move,New
4,Apartment,Shapoorji Pallonji Northern Lights,1700,2.62,Cr,Thane West,Under Construction,New
2,Apartment,Rustomjee Azziano Wing D,1150,1.26,Cr,Thane West,Under Construction,New
2,Apartment,Mehta Amrut Paradise,850,90,L,Thane West,Ready to move,Resale
3,Apartment,Samrin Heritage,1650,2.37,Cr,Thane West,Under Construction,New
4,Apartment,Neelkanth Lakeview,2600,3.5,Cr,Thane West,Under Construction,New
1,Apartment,Raunak Serene,500,70,L,Thane West,Under Construction,New
3,Apartment,Piramal Vaikunth Thane,1400,2.26,Cr,Thane West,Under Construction,New
2,Apartment,Raunak Serene,1000,1.5,Cr,Thane West,Under Construction,New
3,Apartment,Rustomjee Azziano Wing I,1500,2.1,Cr,Thane West,Ready to move,New
3,Apartment,Godrej Ascend,918,1.6,Cr,Thane East,Under Construction,New
2,Apartment,Rustomjee Urbania Azziano,850,1.32,Cr,Thane West,Ready to move,Resale
3,Apartment,Deep Homes And Constructions Mumbai Auralis The Twins,1400,2.8,Cr,Thane West,Ready to move,Resale
2,Apartment,Landmark Anand Paradise,850,95,L,Bhayandar East,Ready to move,Resale
2,Apartment,Avant Heritage I,862,1.3,Cr,Jogeshwari East,Under Construction,New
2,Apartment,Hiranandani Castle Rock,1165,3.15,Cr,Powai,Ready to move,New
2,Apartment,Sunteck City 4th Avenue,967,2,Cr,Goregaon West,Under Construction,New
3,Apartment,Sunteck City 4th Avenue,1353,2.65,Cr,Goregaon West,Under Construction,New
3,Apartment,Sunteck City 4th Avenue,1552,3.22,Cr,Goregaon West,Under Construction,New
1,Apartment,Suraj Vitalis,663,1.91,Cr,Mahim,Under Construction,New
1,Apartment,Mahindra Vicino A3A4,690,1.42,Cr,Andheri East,Under Construction,New
2,Apartment,Mahindra Vicino A3A4,933,1.95,Cr,Andheri East,Under Construction,New
2,Apartment,Mahindra Vicino A3A4,1080,2.22,Cr,Andheri East,Under Construction,New
2,Apartment,Sheth Vasant Blossom,989,1.62,Cr,Andheri East,Under Construction,New
3,Apartment,Sheth Vasant Blossom,1265,2.15,Cr,Andheri East,Under Construction,New
2,Apartment,Amey Apartments,1134,1.99,Cr,Andheri East,Under Construction,New
3,Apartment,Amey Apartments,1423,2.5,Cr,Andheri East,Under Construction,New
1,Apartment,Dem Swashraya Andheri CHS Ltd,583,1.3,Cr,Andheri West,Under Construction,New
3,Apartment,Dem Swashraya Andheri CHS Ltd,1164,2.6,Cr,Andheri West,Under Construction,New
1,Apartment,Chaitanya Anand Lunkhod CHSL,645,1.44,Cr,Andheri West,Under Construction,New
2,Apartment,Sheth 72 West,1096,2.55,Cr,Andheri East,Under Construction,New
3,Apartment,Sheth 72 West,1659,3.95,Cr,Andheri East,Under Construction,New
4,Apartment,Sheth 72 West,2520,6,Cr,Andheri East,Under Construction,New
2,Apartment,Mumbai Shelter Andheri Ekta,858,2,Cr,Andheri West,Ready to move,New
3,Apartment,Mumbai Shelter Andheri Ekta,1645,5,Cr,Andheri West,Ready to move,New
2,Apartment,Interintel Gurnani Palms Wing A,1015,2.6,Cr,Andheri West,Ready to move,New
3,Apartment,Interintel Gurnani Palms Wing A,1523,3.61,Cr,Andheri West,Ready to move,New
1,Apartment,MK Gabino,595,1.24,Cr,Andheri West,Under Construction,New
3,Apartment,Kakad West End,1271,2.55,Cr,Andheri West,Under Construction,New
2,Apartment,L K Umang Heights,814,1.75,Cr,Andheri West,Under Construction,New
2,Apartment,Satellite Elegance,1016,1.55,Cr,Goregaon East,Under Construction,New
2,Apartment,Satellite Elegance,1136,1.72,Cr,Goregaon East,Under Construction,New
2,Apartment,Sairama Autograph,1056,84,L,Panvel,Under Construction,New
2,Apartment,Sairama Autograph,1215,97,L,Panvel,Under Construction,New
3,Apartment,Sairama Autograph,1432,1.14,Cr,Panvel,Under Construction,New
1,Apartment,Millennium Flora,740,66,L,Panvel,Under Construction,New
